ActivityNumber,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,Day(s),NumberOfHours,NumberOfDates,Fee
251.3.1815,Bridge Intermediate Class,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,6,2014-01-07T00:00:00,2014-02-25T00:00:00,13:00:00,15:00:00,50,0,Tu,16,8,50
251.2.1914,Creative Arts,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,8,2013-08-23T00:00:00,2013-12-13T00:00:00,10:00:00,12:00:00,50,99,F,32,16,22
251.2.1920,Creative Writing,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,5,2013-10-01T00:00:00,2013-12-10T00:00:00,13:00:00,14:30:00,50,0,Tu,16.5,11,17
251.2.1921,Friendship Club,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,0,2013-09-06T00:00:00,2013-09-06T00:00:00,13:00:00,14:30:00,50,0,F,1.5,1,4
251.2.1922,History Club,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,7,2013-10-09T00:00:00,2013-12-11T00:00:00,10:30:00,12:00:00,50,0,W,12,8,14
251.2.1924,Line Dance,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,20,2013-10-01T00:00:00,2013-12-10T00:00:00,09:00:00,10:00:00,50,0,Tu,11,11,17
251.2.1926,Mah Jongg,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,18,2013-10-02T00:00:00,2013-12-11T00:00:00,13:00:00,15:00:00,50,0,W,22,11,17
251.2.1923,Painting Group formerly known as Open Studio,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,9,2013-09-05T00:00:00,2013-12-12T00:00:00,10:00:00,12:00:00,50,0,Th,28,14,20
251.2.1982,Quilters,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,12,2013-10-01T00:00:00,2013-12-10T00:00:00,18:00:00,20:00:00,50,0,Tu,22,11,17
251.2.1981,Table Tennis/Ping Pong,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,18,2013-10-07T00:00:00,2013-12-09T00:00:00,09:45:00,11:30:00,50,0,M,14,8,14
251.2.1984,Table Tennis/Ping Pong,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,28,2013-10-02T00:00:00,2013-12-11T00:00:00,13:30:00,15:30:00,50,0,W,20,10,16
251.2.1989,Table Tennis/Ping Pong,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,22,2013-10-03T00:00:00,2013-12-05T00:00:00,13:30:00,15:30:00,50,0,Th,18,9,15
251.2.1988,Ukulele Club,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,10,2013-09-14T00:00:00,2013-09-14T00:00:00,10:00:00,12:00:00,50,0,Sa,2,1,13
251.2.1985,Weekly Dish,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,24,2013-09-09T00:00:00,2013-12-09T00:00:00,10:00:00,12:00:00,50,0,M,24,12,18
251.2.1990,Yuan Ji Dance,Fall 2013,Closed,Active Adults (50+) Programs,Almaden Community Center,28,2013-10-07T00:00:00,2013-12-09T00:00:00,13:00:00,15:00:00,50,0,M,16,8,14
213.2.1901,Chinese Club,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,25,2013-09-05T00:00:00,2013-12-19T00:00:00,08:45:00,10:45:00,50,99,Th,30,15,22
213.2.1904,Crochet and Knitting,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,22,2013-09-12T00:00:00,2013-10-24T00:00:00,09:30:00,11:30:00,50,99,Th,14,7,14
213.2.1905,Crochet and Knitting,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,20,2013-10-31T00:00:00,2013-12-19T00:00:00,09:30:00,11:30:00,50,99,Th,14,7,14
213.2.1900,ESL - Survival English,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,12,2013-09-10T00:00:00,2013-12-17T00:00:00,08:45:00,10:45:00,50,99,Tu,30,15,22
213.2.1902,Jewelry  Making,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,9,2013-09-09T00:00:00,2013-10-28T00:00:00,13:30:00,14:30:00,50,99,M,7,7,14
213.2.1903,Jewelry  Making,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,6,2013-11-04T00:00:00,2013-12-23T00:00:00,13:30:00,14:30:00,50,99,M,7,7,14
213.2.1914,Line Dancing,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,36,2013-09-17T00:00:00,2013-11-19T00:00:00,13:00:00,14:15:00,50,99,Tu,12.5,10,17
213.2.1906,Self Aerobics,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,44,2013-09-16T00:00:00,2013-12-23T00:00:00,10:00:00,11:00:00,50,99,M,13,13,20
213.2.1907,Self Aerobics,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,52,2013-09-12T00:00:00,2013-12-19T00:00:00,08:45:00,10:00:00,50,99,Th,17.5,14,21
213.2.1910,Self Aerobics,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,29,2013-09-16T00:00:00,2013-12-23T00:00:00,09:00:00,09:45:00,50,99,M,9.75,13,20
213.2.1908,Tai Chi Mix,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,34,2013-09-11T00:00:00,2013-12-18T00:00:00,09:00:00,11:00:00,50,99,W,30,15,22
213.2.1912,Yoga,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,30,2013-09-21T00:00:00,2013-11-02T00:00:00,08:30:00,09:15:00,50,99,Sa,4.5,6,13
213.2.1909,Yuan Chi,Fall 2013,Closed,Active Adults (50+) Programs,Berryessa Community Center,27,2013-09-10T00:00:00,2013-12-17T00:00:00,08:45:00,10:00:00,50,99,Tu,18.75,15,22
257.2.1924,Ballroom Dancing,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,17,2013-09-06T00:00:00,2013-12-13T00:00:00,14:00:00,15:30:00,50,99,F,21,14,20
257.2.1961,Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,4,2013-09-06T00:00:00,2013-12-13T00:00:00,09:00:00,15:00:00,50,99,F,84,14,32
257.2.1931,Doug's Art Workshop,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,30,2013-09-06T00:00:00,2013-12-20T00:00:00,09:00:00,12:30:00,50,100,F,52.5,15,34
257.2.1970,Duplicate Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,0,2013-09-09T00:00:00,2013-10-28T00:00:00,12:30:00,16:00:00,50,99,M,24.5,7,20
257.2.1971,Duplicate Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,0,2013-09-10T00:00:00,2013-10-29T00:00:00,12:30:00,16:00:00,50,99,Tu,28,8,21
257.2.1975,Duplicate Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,0,2013-09-12T00:00:00,2013-10-31T00:00:00,12:30:00,16:00:00,50,99,Th,28,8,21
257.2.1976,Duplicate Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,0,2013-11-04T00:00:00,2013-12-30T00:00:00,12:30:00,16:00:00,50,99,M,28,8,21
257.2.1977,Duplicate Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,0,2013-11-05T00:00:00,2013-12-17T00:00:00,12:30:00,16:00:00,50,99,Tu,24.5,7,20
257.2.1978,Duplicate Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,0,2013-11-07T00:00:00,2013-12-19T00:00:00,12:30:00,16:00:00,50,99,Th,21,6,18
257.2.1984,Duplicate Bridge,Fall 2013,Cancelled,Active Adults (50+) Programs,Camden Community Center,0,2013-09-10T00:00:00,2014-01-14T00:00:00,09:00:00,10:30:00,50,99,Tu,12,8,21
257.2.1907,Exploring Literature,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,20,2013-09-05T00:00:00,2013-12-19T00:00:00,09:30:00,11:30:00,50,100,Th,30,15,18
257.2.1903,Knitting and Crocheting,Fall 2013,Cancelled,Active Adults (50+) Programs,Camden Community Center,0,2013-09-04T00:00:00,2014-01-15T00:00:00,09:00:00,11:00:00,50,0,W,38,19,0
257.2.1985,Line Dancing,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,11,2013-09-10T00:00:00,2013-11-26T00:00:00,10:15:00,11:15:00,0,0,Tu,12,12,18
257.2.1986,Line Dancing,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,9,2013-12-03T00:00:00,2013-12-17T00:00:00,10:15:00,11:15:00,50,99,Tu,3,3,10
257.2.1981,Mah Jongg,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,4,2013-09-06T00:00:00,2013-11-22T00:00:00,13:00:00,15:00:00,50,99,F,24,12,18
257.2.1902,Quilting,Fall 2013,Cancelled,Active Adults (50+) Programs,Camden Community Center,1,2013-09-04T00:00:00,2014-01-15T00:00:00,09:30:00,11:30:00,50,99,W,38,19,0
257.2.1960,Spanish Conversation & Culture,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,11,2013-09-17T00:00:00,2013-12-10T00:00:00,10:00:00,12:00:00,50,100,Tu,26,13,19
257.2.5599,Table Tennis/ Ping Pong,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,6,2013-11-19T00:00:00,2013-12-18T00:00:00,10:30:00,12:00:00,50,99,Tu W,15,10,18
257.2.1973,Tai Chi,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,13,2013-09-09T00:00:00,2013-12-16T00:00:00,09:00:00,10:00:00,50,100,M,13,13,19
257.2.1917,Tai Chi (Weds),Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,22,2013-09-11T00:00:00,2013-12-18T00:00:00,09:00:00,10:00:00,50,99,W,15,15,21
257.2.1915,Tai Chi -Fan Dance/ Practice,Fall 2013,Cancelled,Active Adults (50+) Programs,Camden Community Center,0,2013-10-10T00:00:00,2014-01-17T00:00:00,09:00:00,10:15:00,50,99,Th F,52.25,37,0
257.2.1914,Tai Chi -Fri,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,16,2013-09-13T00:00:00,2013-12-20T00:00:00,09:00:00,10:30:00,50,99,F,21,14,20
257.2.1910,Tai Chi-Mon,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,26,2013-09-09T00:00:00,2013-12-16T00:00:00,09:00:00,10:30:00,50,99,M,19.5,13,19
257.2.1913,Tai Chi-Thurs,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,12,2013-09-12T00:00:00,2013-12-19T00:00:00,09:00:00,10:30:00,50,99,Th,21,14,20
257.2.1911,Tai Chi-Tues,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,23,2013-09-10T00:00:00,2013-12-17T00:00:00,09:00:00,10:30:00,50,99,Tu,22.5,15,21
257.2.1912,Tai Chi-Wed,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,17,2013-09-11T00:00:00,2013-12-18T00:00:00,09:00:00,10:30:00,50,99,W,22.5,15,21
257.2.1982,Yuan Chi Dance,Fall 2013,Closed,Active Adults (50+) Programs,Camden Community Center,7,2013-09-10T00:00:00,2013-12-17T00:00:00,10:30:00,11:30:00,50,99,Tu,15,15,21
256.2.1937,Bridge - Duplicate,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,26,2013-10-04T00:00:00,2013-12-20T00:00:00,10:00:00,14:00:00,50,0,F,44,11,28
256.2.1961,Gentle Yoga,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,6,2013-10-04T00:00:00,2013-11-08T00:00:00,10:30:00,11:20:00,50,0,F,5,6,18
256.2.1924,Hearing Impaired,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,14,2013-10-02T00:00:00,2013-12-18T00:00:00,09:00:00,14:30:00,50,0,W,33,6,18
256.2.1973,Ipad,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,4,2013-09-10T00:00:00,2013-10-15T00:00:00,09:00:00,11:00:00,50,0,Tu,12,6,20
256.2.1919,Low Vision Support Group,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,3,2013-10-16T00:00:00,2013-12-18T00:00:00,10:00:00,11:30:00,50,0,W,4.5,3,11
256.2.1907,Painting Group,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,29,2013-09-23T00:00:00,2013-12-16T00:00:00,12:30:00,14:30:00,50,0,M,22,11,18
256.2.1927,ROMEOS,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,7,2013-10-17T00:00:00,2013-11-21T00:00:00,09:30:00,11:30:00,50,0,Th,4,2,11
256.2.1901,Video Exercise Program,Fall 2013,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,5,2013-10-02T00:00:00,2013-12-18T00:00:00,09:00:00,10:00:00,50,0,M W,21,21,28
215.2.1902,Doug's Art Workshop,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,7,2013-09-03T00:00:00,2013-11-05T00:00:00,12:30:00,15:00:00,50,0,Tu,25,10,28
215.2.1912,Doug's Art Workshop,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,7,2013-11-12T00:00:00,2013-12-17T00:00:00,12:30:00,15:00:00,50,0,Tu,15,6,20
215.2.1800,Enhance Fitness,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,15,2013-09-10T00:00:00,2013-10-10T00:00:00,10:00:00,11:00:00,50,0,Tu Th,10,10,33
215.2.1801,Enhance Fitness,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,17,2013-10-17T00:00:00,2013-12-03T00:00:00,10:00:00,11:00:00,50,0,Tu Th,13,13,41
215.2.1903,Quilters,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,8,2013-09-04T00:00:00,2013-11-06T00:00:00,12:30:00,15:30:00,50,0,W,30,10,28
215.2.1913,Quilters,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,3,2013-11-13T00:00:00,2013-12-18T00:00:00,12:30:00,15:30:00,50,0,W,18,6,20
215.2.1908,Tai Chi,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,21,2013-09-09T00:00:00,2013-11-25T00:00:00,09:00:00,10:00:00,50,0,M,10,10,18
215.2.1901,Video Exercise,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,26,2013-09-09T00:00:00,2013-11-04T00:00:00,10:00:00,11:15:00,50,0,M,10,8,16
215.2.1911,Video Exercise,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,25,2013-09-04T00:00:00,2013-11-06T00:00:00,10:00:00,11:15:00,50,0,W,12.5,10,18
215.2.1914,Video Exercise,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,18,2013-11-18T00:00:00,2013-12-30T00:00:00,10:00:00,11:15:00,50,0,M,8.75,7,15
215.2.1915,Video Exercise,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,19,2013-11-13T00:00:00,2013-12-18T00:00:00,10:00:00,11:15:00,50,0,W,7.5,6,14
215.2.1916,Video Exercise,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,16,2013-11-15T00:00:00,2013-12-27T00:00:00,10:00:00,11:15:00,50,0,F,7.25,6,13
215.2.1921,Video Exercise,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,16,2013-09-06T00:00:00,2013-11-08T00:00:00,10:00:00,11:15:00,50,0,F,12.5,10,18
215.2.1904,Yoga - Gentle,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,14,2013-09-09T00:00:00,2013-12-16T00:00:00,08:30:00,09:30:00,50,0,M,13,13,21
215.2.1917,Yuan Chih Dance,Fall 2013,Closed,Active Adults (50+) Programs,Evergreen Community Center,13,2013-09-12T00:00:00,2013-12-19T00:00:00,09:00:00,10:00:00,50,0,Th,14,14,22
234.2.1939,Chinese Choir - Dec,Fall 2013,Cancelled,Active Adults (50+) Programs,Roosevelt Community Center,0,2013-12-03T00:00:00,2013-12-17T00:00:00,09:30:00,11:30:00,50,100,Tu F,10,5,16
234.2.1938,Chinese Choir - Nov,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,27,2013-11-01T00:00:00,2013-11-26T00:00:00,09:30:00,11:30:00,50,100,Tu F,16,8,16
234.2.1937,Chinese Choir - October,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,23,2013-10-01T00:00:00,2013-10-29T00:00:00,09:30:00,11:30:00,50,100,Tu F,18,9,16
234.2.1935,Chinese Choir - Sept,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,23,2013-09-03T00:00:00,2013-09-27T00:00:00,09:30:00,11:30:00,50,100,Tu F,16,8,16
234.2.1955,Chinese Folk Dance Performance Group - ( Sept.Thu),Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,8,2013-09-05T00:00:00,2013-09-26T00:00:00,14:00:00,16:00:00,50,100,Th,8,4,13
234.2.1956,Chinese Folk Dance Performance Group - Oct (Thu),Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,6,2013-10-03T00:00:00,2013-10-31T00:00:00,14:00:00,16:00:00,50,100,Th,10,5,13
234.2.1957,Chinese Folk Dance Performance Group -Nov (Thu),Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,4,2013-11-07T00:00:00,2013-11-21T00:00:00,14:00:00,16:00:00,50,100,Th,6,3,13
234.2.1951,Karaoke - Nov,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,0,2013-11-07T00:00:00,2013-11-21T00:00:00,13:00:00,15:00:00,50,100,Th,6,3,13
234.2.1950,Karaoke - Oct,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,0,2013-07-11T00:00:00,2013-07-25T00:00:00,13:00:00,15:00:00,50,100,Th,0,0,13
234.2.1949,Karaoke - Sept,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,3,2013-09-05T00:00:00,2013-09-26T00:00:00,13:00:00,15:00:00,50,100,Th,8,4,13
234.2.1947,Ping Pong - Nov,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,21,2013-11-01T00:00:00,2013-11-27T00:00:00,09:00:00,12:00:00,50,100,M Tu W Th F,108,36,28
234.2.1946,Ping Pong - Oct,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,21,2013-10-01T00:00:00,2013-10-31T00:00:00,09:00:00,12:00:00,50,100,M Tu W Th F,132,44,28
234.2.1945,Ping Pong - Sept,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,19,2013-09-03T00:00:00,2013-09-30T00:00:00,09:00:00,12:00:00,50,100,M Tu W Th F,120,40,28
234.2.1964,Yuan Chi Dance -Nov,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,0,2013-11-01T00:00:00,2013-11-22T00:00:00,10:30:00,12:00:00,50,99,F,6,4,13
234.2.1963,Yuan Chi Dance -Oct,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,2,2013-10-04T00:00:00,2013-10-25T00:00:00,10:30:00,12:00:00,50,99,F,6,4,13
234.2.1961,Yuan Chi Dance -Sept,Fall 2013,Closed,Active Adults (50+) Programs,Roosevelt Community Center,2,2013-09-06T00:00:00,2013-09-27T00:00:00,10:30:00,12:00:00,50,99,F,6,4,13
239.2.1908,Ballroom Dance - Class,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,28,2013-09-05T00:00:00,2013-12-12T00:00:00,13:00:00,15:00:00,50,0,Th,28,14,20
239.2.1911,Bridge,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,10,2013-09-04T00:00:00,2013-12-18T00:00:00,10:00:00,15:30:00,50,0,W,82.5,15,34
239.2.1913,Chinese Brush Painting,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,4,2013-09-16T00:00:00,2013-12-02T00:00:00,13:00:00,15:00:00,50,0,M,20,10,28
239.2.1918,Chinese Folk Dance Performance Group,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,9,2013-09-20T00:00:00,2013-10-25T00:00:00,10:15:00,12:00:00,50,0,F,10.5,6,14
239.2.1919,Chinese Folk Dance Performance Group,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,8,2013-11-08T00:00:00,2013-12-20T00:00:00,10:15:00,12:00:00,50,0,F,10.5,6,14
239.2.1923,Computers: Introduction to Microsoft Word & Excel,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,7,2013-09-17T00:00:00,2013-10-22T00:00:00,10:30:00,11:30:00,50,0,Tu,6,6,14
239.2.1924,Computers: Introduction to Microsoft Word & Excel,Fall 2013,Cancelled,Active Adults (50+) Programs,Seven Trees Community Center,1,2013-11-05T00:00:00,2013-12-10T00:00:00,10:30:00,11:30:00,50,0,Tu,0,0,14
239.2.1937,Dominos,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,0,2013-10-15T00:00:00,2013-11-26T00:00:00,10:00:00,15:30:00,50,0,Tu Th,66,12,28
239.2.1920,ESL-Survival English,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,5,2013-09-09T00:00:00,2013-11-18T00:00:00,10:00:00,11:00:00,50,0,M,9,9,15
239.2.1927,Introduction to iPad & iPhone,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,10,2013-09-26T00:00:00,2013-10-17T00:00:00,10:30:00,11:30:00,50,0,Th,4,4,16
239.2.1902,Karaoke,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,8,2013-09-06T00:00:00,2013-10-25T00:00:00,09:30:00,14:30:00,50,0,F,40,8,20
239.2.1903,Karaoke,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,6,2013-11-01T00:00:00,2013-12-20T00:00:00,09:30:00,14:30:00,50,0,F,35,7,20
239.2.1912,Line Dancing,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,20,2013-09-04T00:00:00,2013-12-18T00:00:00,10:30:00,12:00:00,50,0,W,24,16,22
239.2.1904,Mah Jong,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,10,2013-09-03T00:00:00,2013-12-17T00:00:00,09:00:00,15:30:00,50,0,Tu,104,16,36
239.2.1931,Pinochle,Fall 2013,Cancelled,Active Adults (50+) Programs,Seven Trees Community Center,0,2013-11-26T00:00:00,2013-12-19T00:00:00,10:00:00,15:30:00,50,0,Tu Th,38.5,7,28
239.2.1935,Pinochle,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,4,2013-10-15T00:00:00,2013-11-26T00:00:00,10:00:00,15:30:00,50,0,Tu Th,66,12,28
239.2.1900,Sewing,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,5,2013-09-03T00:00:00,2013-10-01T00:00:00,09:30:00,12:00:00,50,0,Tu,12.5,5,18
239.2.1901,Sewing,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,1,2013-09-05T00:00:00,2013-10-03T00:00:00,09:30:00,12:00:00,50,0,Th,12.5,5,18
239.2.1925,Sewing,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,5,2013-11-05T00:00:00,2013-12-17T00:00:00,09:30:00,12:00:00,50,0,Tu,17.5,7,20
239.2.1926,Sewing,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,2,2013-11-07T00:00:00,2013-12-19T00:00:00,09:30:00,12:00:00,50,0,Th,15,6,18
239.2.1905,Tai Chi,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,10,2013-09-11T00:00:00,2013-12-18T00:00:00,09:30:00,10:30:00,50,0,W,15,15,21
239.2.1906,Yuan Chi Dance,Fall 2013,Closed,Active Adults (50+) Programs,Seven Trees Community Center,15,2013-09-06T00:00:00,2013-12-20T00:00:00,09:00:00,10:30:00,50,0,F,22.5,15,21
