ActivityNumber,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,Day(s),NumberOfHours,NumberOfDates,Fee
420.4.0704,Cheese Making Class,Spring 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-05-18T00:00:00,2013-05-18T00:00:00,09:30:00,11:00:00,5,100,Sa,1.5,1,27
420.4.0706,Feed the Farm Animals,Spring 2013,Closed,Specialty,Emma Prusch Farm Park,1,2013-06-01T00:00:00,2013-06-01T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.4.0708,Feed the Farm Animals,Spring 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-05-04T00:00:00,2013-05-04T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.4.0720,Kids Baking Class,Spring 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-04-06T00:00:00,2013-04-27T00:00:00,08:30:00,10:00:00,6,11,Sa,6,4,75
420.4.0721,Kids Baking Class,Spring 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-05-11T00:00:00,2013-06-08T00:00:00,08:30:00,10:00:00,6,11,Sa,6,4,75
420.4.0710,Prusch Farm Overnight Adventure,Spring 2013,Closed,Specialty,Emma Prusch Farm Park,8,2013-04-27T00:00:00,2013-04-27T00:00:00,18:00:00,10:00:00,5,12,Sa,16,1,36
233.4.0700,Antiques: A Spring Fling,Spring 2013,Closed,Specialty,Willow Glen Community Center,15,2013-04-18T00:00:00,2013-05-23T00:00:00,10:00:00,12:00:00,18,0,Th,12,6,102
233.4.0701,Antiques: A Spring Fling,Spring 2013,Closed,Specialty,Willow Glen Community Center,10,2013-04-18T00:00:00,2013-05-23T00:00:00,13:00:00,15:00:00,18,0,Th,12,6,102
252.4.0230,Badminton - Adult Open Play,Spring 2013,Closed,Sports,Almaden Community Center,14,2013-04-23T00:00:00,2013-05-21T00:00:00,19:00:00,21:00:00,16,0,Tu,10,5,25
252.4.0231,Badminton - Adult Open Play,Spring 2013,Closed,Sports,Almaden Community Center,14,2013-05-28T00:00:00,2013-06-25T00:00:00,19:00:00,21:00:00,16,99,Tu,10,5,25
252.4.0224,Gym Stars,Spring 2013,Closed,Sports,Almaden Community Center,12,2013-04-11T00:00:00,2013-05-30T00:00:00,17:00:00,17:55:00,7,12,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.4.0225,Mini Gym Stars,Spring 2013,Closed,Sports,Almaden Community Center,5,2013-04-11T00:00:00,2013-05-30T00:00:00,12:00:00,12:55:00,3,6,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.4.0226,Parent / Toddler Dance & Gym,Spring 2013,Closed,Sports,Almaden Community Center,2,2013-04-11T00:00:00,2013-05-30T00:00:00,11:00:00,11:55:00,1,3,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.4.0810,Soccer 1,Spring 2013,Closed,Sports,Almaden Community Center,22,2013-04-11T00:00:00,2013-05-30T00:00:00,15:45:00,16:30:00,5,6,Th,6,8,102
252.4.0812,Soccer 1,Spring 2013,Closed,Sports,Almaden Community Center,16,2013-04-09T00:00:00,2013-05-28T00:00:00,17:05:00,17:50:00,5,6,Tu,6,8,102
252.4.0817,Soccer 1,Spring 2013,Closed,Sports,Almaden Community Center,18,2013-04-20T00:00:00,2013-06-15T00:00:00,15:35:00,16:20:00,5,6,Sa,6,8,102
252.4.0811,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Almaden Community Center,21,2013-04-20T00:00:00,2013-06-15T00:00:00,11:15:00,11:45:00,2,3,Sa,4,8,102
252.4.0813,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Almaden Community Center,6,2013-04-09T00:00:00,2013-05-28T00:00:00,17:15:00,17:45:00,2,3,Tu,4,8,102
252.4.0809,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Almaden Community Center,18,2013-04-09T00:00:00,2013-05-28T00:00:00,15:35:00,16:10:00,4,5,Tu,4.6669999999999998152588887023739516735076904296875,8,102
252.4.0814,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Almaden Community Center,23,2013-04-20T00:00:00,2013-06-15T00:00:00,16:25:00,17:00:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
252.4.0815,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Almaden Community Center,5,2013-04-09T00:00:00,2013-05-28T00:00:00,16:15:00,17:00:00,7,10,Tu,6,8,114
252.4.0816,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Almaden Community Center,5,2013-04-11T00:00:00,2013-05-30T00:00:00,16:35:00,17:20:00,7,10,Th,6,8,114
252.4.0818,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Almaden Community Center,5,2013-04-20T00:00:00,2013-06-15T00:00:00,14:45:00,15:30:00,7,10,Sa,6,8,114
252.4.0801,"Soccer, Tot",Spring 2013,Closed,Sports,Almaden Community Center,5,2013-04-09T00:00:00,2013-05-28T00:00:00,15:00:00,15:30:00,3,4,Tu,4,8,102
252.4.0802,"Soccer, Tot",Spring 2013,Closed,Sports,Almaden Community Center,7,2013-04-11T00:00:00,2013-05-30T00:00:00,15:10:00,15:40:00,3,4,Th,4,8,102
252.4.0808,"Soccer, Tot",Spring 2013,Closed,Sports,Almaden Community Center,13,2013-04-20T00:00:00,2013-06-15T00:00:00,17:05:00,17:35:00,3,4,Sa,4,8,102
252.4.0834,Tennis - Beginning Adult,Spring 2013,Cancelled,Sports,Almaden Community Center,0,2013-04-11T00:00:00,2013-05-30T00:00:00,11:30:00,12:30:00,16,99,Th,0,0,145
252.4.0833,Tennis - Beginning Junior,Spring 2013,Cancelled,Sports,Almaden Community Center,0,2013-04-11T00:00:00,2013-05-30T00:00:00,16:15:00,17:10:00,12,15,Th,7.3330000000000001847411112976260483264923095703125,8,132
252.4.0828,Tennis - Mini,Spring 2013,Closed,Sports,Almaden Community Center,13,2013-04-06T00:00:00,2013-06-01T00:00:00,09:00:00,09:45:00,4,6,Sa,6,8,132
252.4.0831,Tennis - Mini,Spring 2013,Cancelled,Sports,Almaden Community Center,0,2013-04-11T00:00:00,2013-05-30T00:00:00,15:30:00,16:15:00,4,6,Th,0,0,132
252.4.0829,Tennis Ralleyball 1,Spring 2013,Closed,Sports,Almaden Community Center,14,2013-04-06T00:00:00,2013-06-01T00:00:00,10:00:00,10:55:00,7,10,Sa,7.3330000000000001847411112976260483264923095703125,8,132
252.4.0832,Tennis Ralleyball 1,Spring 2013,Cancelled,Sports,Almaden Community Center,0,2013-04-11T00:00:00,2013-05-30T00:00:00,17:15:00,18:10:00,7,10,Th,0,0,132
252.4.0830,Tennis Ralleyball 2,Spring 2013,Closed,Sports,Almaden Community Center,10,2013-04-06T00:00:00,2013-06-01T00:00:00,11:00:00,11:55:00,8,11,Sa,7.3330000000000001847411112976260483264923095703125,8,132
252.4.0824,"Tennis, Adult",Spring 2013,Closed,Sports,Almaden Community Center,5,2013-03-30T00:00:00,2013-06-01T00:00:00,08:00:00,09:00:00,16,0,Sa,8,8,79
252.4.0825,"Tennis, Beginning",Spring 2013,Closed,Sports,Almaden Community Center,14,2013-03-30T00:00:00,2013-06-01T00:00:00,09:00:00,10:00:00,7,14,Sa,8,8,79
252.4.0826,"Tennis, Beginning",Spring 2013,Closed,Sports,Almaden Community Center,9,2013-03-30T00:00:00,2013-06-01T00:00:00,10:00:00,11:00:00,7,14,Sa,8,8,79
252.4.0827,"Tennis, Intermediate",Spring 2013,Closed,Sports,Almaden Community Center,6,2013-03-30T00:00:00,2013-06-01T00:00:00,15:00:00,16:00:00,8,14,Sa,8,8,79
353.4.0800,Introduction to Bocce,Spring 2013,Cancelled,Sports,Almaden Lake Park,0,2013-04-13T00:00:00,2013-04-13T00:00:00,10:30:00,11:30:00,5,12,Sa,2,2,70
353.4.0804,"Soccer, Mommy/Daddy & Me",Spring 2013,Cancelled,Sports,Almaden Lake Park,0,2013-04-11T00:00:00,2013-04-11T00:00:00,11:10:00,11:40:00,2,3,Th,0.5,1,102
353.4.0803,"Soccer, Pre-Soccer",Spring 2013,Cancelled,Sports,Almaden Lake Park,0,2013-04-11T00:00:00,2013-05-30T00:00:00,10:25:00,11:00:00,4,5,Th,9.3330000000000001847411112976260483264923095703125,16,102
353.4.0802,"Soccer, Tot",Spring 2013,Cancelled,Sports,Almaden Lake Park,0,2013-04-11T00:00:00,2013-05-30T00:00:00,09:50:00,10:20:00,3,4,Th,0,0,102
296.4.0812,Gym Stars,Spring 2013,Cancelled,Sports,Bascom Community Center,0,2013-04-10T00:00:00,2013-05-29T00:00:00,16:00:00,16:55:00,7,12,W,0,0,97
296.4.0811,Mini Gym Stars,Spring 2013,Cancelled,Sports,Bascom Community Center,0,2013-04-10T00:00:00,2013-05-29T00:00:00,11:00:00,11:55:00,3,6,W,0,0,97
296.4.0802,Soccer 1- Indoor,Spring 2013,Cancelled,Sports,Bascom Community Center,0,2013-04-10T00:00:00,2013-05-15T00:00:00,15:30:00,16:15:00,5,6,W,0,0,79
296.4.0803,"Soccer, Mommy/Daddy & Me- Indoor",Spring 2013,Cancelled,Sports,Bascom Community Center,0,2013-04-10T00:00:00,2013-05-15T00:00:00,17:00:00,17:30:00,2,3,W,0,0,79
296.4.0801,"Soccer, Tot/Pre-Soccer- Indoor",Spring 2013,Cancelled,Sports,Bascom Community Center,0,2013-04-10T00:00:00,2013-05-15T00:00:00,16:15:00,16:50:00,3,5,W,0,0,79
212.4.0830,Karate (Kenpo) - Level 1,Spring 2013,Closed,Sports,Berryessa Community Center,20,2013-04-08T00:00:00,2013-06-03T00:00:00,17:30:00,18:20:00,5,14,M,6.6669999999999998152588887023739516735076904296875,8,90
212.4.0831,Karate (Kenpo) - Level 2/3,Spring 2013,Closed,Sports,Berryessa Community Center,9,2013-04-08T00:00:00,2013-06-03T00:00:00,16:30:00,17:20:00,5,14,M,6.6669999999999998152588887023739516735076904296875,8,90
212.4.0811,Soccer 1,Spring 2013,Closed,Sports,Berryessa Community Center,10,2013-04-20T00:00:00,2013-06-15T00:00:00,11:05:00,11:50:00,5,6,Sa,6,8,102
212.4.0816,Soccer 1,Spring 2013,Closed,Sports,Berryessa Community Center,12,2013-04-16T00:00:00,2013-06-04T00:00:00,16:25:00,17:10:00,5,6,Tu,6,8,102
212.4.0817,Soccer 1,Spring 2013,Closed,Sports,Berryessa Community Center,28,2013-04-20T00:00:00,2013-06-15T00:00:00,10:15:00,11:00:00,5,6,Sa,6,8,102
212.4.0819,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Berryessa Community Center,16,2013-04-16T00:00:00,2013-06-04T00:00:00,18:35:00,19:05:00,2,3,Tu,4,8,102
212.4.0810,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Berryessa Community Center,22,2013-04-20T00:00:00,2013-06-15T00:00:00,09:35:00,10:10:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
212.4.0815,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Berryessa Community Center,12,2013-04-16T00:00:00,2013-06-04T00:00:00,17:15:00,17:50:00,4,5,Tu,4.6669999999999998152588887023739516735076904296875,8,102
212.4.0818,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Berryessa Community Center,21,2013-04-20T00:00:00,2013-06-15T00:00:00,11:55:00,12:40:00,7,10,Sa,6,8,114
212.4.0813,"Soccer, Tot",Spring 2013,Closed,Sports,Berryessa Community Center,12,2013-04-20T00:00:00,2013-06-15T00:00:00,09:00:00,09:30:00,3,4,Sa,4,8,102
212.4.0814,"Soccer, Tot",Spring 2013,Closed,Sports,Berryessa Community Center,12,2013-04-16T00:00:00,2013-06-04T00:00:00,17:55:00,18:25:00,3,4,Tu,4,8,102
212.4.0801,Tennis - Mini,Spring 2013,Closed,Sports,Berryessa Community Center,5,2013-04-13T00:00:00,2013-06-08T00:00:00,14:00:00,14:45:00,4,6,Sa,6,8,132
212.4.0802,Tennis - Ralleyball 1,Spring 2013,Closed,Sports,Berryessa Community Center,4,2013-04-13T00:00:00,2013-06-08T00:00:00,15:40:00,16:35:00,7,10,Sa,7.3330000000000001847411112976260483264923095703125,8,132
212.4.0800,Tennis for Toddlers,Spring 2013,Cancelled,Sports,Berryessa Community Center,0,2013-04-13T00:00:00,2013-04-20T00:00:00,14:50:00,15:35:00,2,3,Sa,1.5,2,132
212.4.0803,Tennis- Beginning,Spring 2013,Cancelled,Sports,Berryessa Community Center,0,2013-04-13T00:00:00,2013-04-13T00:00:00,13:00:00,13:55:00,16,99,Sa,0.9170000000000000373034936274052597582340240478515625,1,145
382.4.0804,Cheerleading,Spring 2013,Closed,Sports,Camden Community Center,4,2013-04-08T00:00:00,2013-06-10T00:00:00,18:00:00,18:55:00,5,12,M,8.25,9,97
382.4.0800,Gym Stars,Spring 2013,Closed,Sports,Camden Community Center,5,2013-04-08T00:00:00,2013-06-10T00:00:00,17:00:00,17:55:00,7,12,M,8.25,9,97
382.4.0825,Karate (Goju-Ryu),Spring 2013,Closed,Sports,Camden Community Center,14,2013-04-08T00:00:00,2013-06-05T00:00:00,18:00:00,18:50:00,5,9,M W,14.1669999999999998152588887023739516735076904296875,17,147
382.4.0818,Karate Traditional (Goju-Ryu ),Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-05-20T00:00:00,2013-05-23T00:00:00,19:00:00,20:30:00,10,99,M Th,3,2,93
382.4.0827,"Karate, Family (Goju-Ryu)",Spring 2013,Closed,Sports,Camden Community Center,13,2013-04-11T00:00:00,2013-06-06T00:00:00,18:00:00,18:50:00,5,99,Th,7.5,9,80
382.4.9991,"Karate, Testing Day",Spring 2013,Closed,Sports,Camden Community Center,8,2013-05-22T00:00:00,2013-05-22T00:00:00,18:00:00,20:00:00,5,0,W,2,1,25
382.4.0828,"Karate, Traditional (Goju-Ryu)",Spring 2013,Closed,Sports,Camden Community Center,12,2013-04-08T00:00:00,2013-05-18T00:00:00,19:00:00,20:30:00,10,99,M Th Sa,30,18,194
382.4.0801,Mini Gym Stars,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-08T00:00:00,2013-06-03T00:00:00,11:10:00,12:05:00,3,6,M,0,0,97
382.4.0802,Mini Gym Stars,Spring 2013,Closed,Sports,Camden Community Center,5,2013-04-08T00:00:00,2013-06-10T00:00:00,16:00:00,16:55:00,3,6,M,8.25,9,97
382.4.0803,Parent / Toddler Dance & Gym,Spring 2013,Closed,Sports,Camden Community Center,12,2013-04-08T00:00:00,2013-06-03T00:00:00,10:15:00,11:10:00,1,3,M,7.3330000000000001847411112976260483264923095703125,8,97
382.4.0874,Ralley Ball 2,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-06T00:00:00,2013-06-01T00:00:00,11:00:00,11:55:00,7,10,Sa,0,0,132
382.4.0844,Soccer 1,Spring 2013,Closed,Sports,Camden Community Center,23,2013-04-17T00:00:00,2013-06-05T00:00:00,15:20:00,16:05:00,5,6,W,6,8,102
382.4.0845,Soccer 1,Spring 2013,Closed,Sports,Camden Community Center,23,2013-04-18T00:00:00,2013-06-06T00:00:00,16:05:00,16:50:00,5,6,Th,6,8,102
382.4.0846,Soccer 1,Spring 2013,Closed,Sports,Camden Community Center,13,2013-04-19T00:00:00,2013-06-07T00:00:00,15:55:00,16:40:00,5,6,F,6,8,102
382.4.0847,Soccer 1,Spring 2013,Closed,Sports,Camden Community Center,35,2013-04-20T00:00:00,2013-06-15T00:00:00,10:15:00,11:00:00,5,6,Sa,6,8,102
382.4.0848,Soccer 1,Spring 2013,Closed,Sports,Camden Community Center,14,2013-04-20T00:00:00,2013-06-15T00:00:00,11:05:00,11:50:00,5,6,Sa,6,8,102
382.4.0830,"Soccer, Mommy/Daddy & Me",Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-17T00:00:00,2013-06-05T00:00:00,11:00:00,11:30:00,2,3,W,0,0,102
382.4.0831,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Camden Community Center,19,2013-04-20T00:00:00,2013-06-15T00:00:00,09:00:00,09:30:00,2,3,Sa,4,8,102
382.4.0832,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Camden Community Center,21,2013-04-20T00:00:00,2013-06-15T00:00:00,09:35:00,10:05:00,2,3,Sa,4,8,102
382.4.0838,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Camden Community Center,9,2013-04-17T00:00:00,2013-06-05T00:00:00,10:15:00,10:50:00,4,5,W,4.6669999999999998152588887023739516735076904296875,8,102
382.4.0839,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Camden Community Center,19,2013-04-17T00:00:00,2013-06-05T00:00:00,17:35:00,18:10:00,4,5,W,4.6669999999999998152588887023739516735076904296875,8,102
382.4.0840,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Camden Community Center,36,2013-04-20T00:00:00,2013-06-15T00:00:00,09:35:00,10:10:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
382.4.0842,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Camden Community Center,21,2013-04-20T00:00:00,2013-06-15T00:00:00,11:55:00,12:40:00,7,10,Sa,6,8,114
382.4.0849,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Camden Community Center,11,2013-04-17T00:00:00,2013-06-05T00:00:00,16:10:00,16:55:00,7,10,W,6,8,114
382.4.0850,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Camden Community Center,6,2013-04-18T00:00:00,2013-06-06T00:00:00,16:55:00,17:40:00,7,10,Th,6,8,114
382.4.0851,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Camden Community Center,13,2013-04-19T00:00:00,2013-06-07T00:00:00,16:45:00,17:30:00,7,10,F,6,8,114
382.4.0833,"Soccer, Tot",Spring 2013,Closed,Sports,Camden Community Center,8,2013-04-17T00:00:00,2013-06-05T00:00:00,09:40:00,10:10:00,3,4,W,4,8,102
382.4.0834,"Soccer, Tot",Spring 2013,Closed,Sports,Camden Community Center,8,2013-04-17T00:00:00,2013-06-05T00:00:00,17:00:00,17:30:00,3,4,W,4,8,102
382.4.0837,"Soccer, Tot",Spring 2013,Closed,Sports,Camden Community Center,31,2013-04-20T00:00:00,2013-06-15T00:00:00,09:00:00,09:30:00,3,4,Sa,4,8,102
382.4.0835,"Soccer, Tot/Pre Soccer",Spring 2013,Closed,Sports,Camden Community Center,7,2013-04-18T00:00:00,2013-06-06T00:00:00,15:25:00,16:00:00,3,5,Th,4.6669999999999998152588887023739516735076904296875,8,102
382.4.0836,"Soccer, Tot/Pre Soccer",Spring 2013,Closed,Sports,Camden Community Center,13,2013-04-19T00:00:00,2013-06-07T00:00:00,15:15:00,15:50:00,3,5,F,4.6669999999999998152588887023739516735076904296875,8,102
382.4.0870,Tennis - Adult Beginning,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-11T00:00:00,2013-05-30T00:00:00,19:00:00,19:55:00,16,99,Th,0,0,145
382.4.0876,Tennis - Adult Beginning,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-06T00:00:00,2013-06-01T00:00:00,08:00:00,08:55:00,16,99,Sa,0,0,145
382.4.0877,Tennis - Beginning Junior,Spring 2013,Closed,Sports,Camden Community Center,2,2013-04-11T00:00:00,2013-05-30T00:00:00,17:05:00,18:00:00,12,15,Th,7.3330000000000001847411112976260483264923095703125,8,132
382.4.0872,Tennis - Mini,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-06T00:00:00,2013-04-06T00:00:00,09:00:00,09:45:00,4,6,Sa,0.75,1,132
382.4.0875,Tennis - Mini,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-11T00:00:00,2013-05-30T00:00:00,15:15:00,16:00:00,4,6,Th,0,0,132
382.4.0871,Tennis - Ralleyball 1,Spring 2013,Closed,Sports,Camden Community Center,10,2013-04-11T00:00:00,2013-05-30T00:00:00,16:05:00,17:00:00,7,10,Th,7.3330000000000001847411112976260483264923095703125,8,132
382.4.0873,Tennis - Ralleyball 1,Spring 2013,Cancelled,Sports,Camden Community Center,0,2013-04-06T00:00:00,2013-04-13T00:00:00,10:00:00,10:55:00,7,10,Sa,1.8329999999999999626965063725947402417659759521484375,2,132
382.4.0206,Tumble Time,Spring 2013,Closed,Sports,Camden Community Center,5,2013-04-13T00:00:00,2013-06-08T00:00:00,11:40:00,12:25:00,3,5,Sa,6,8,97
382.4.0202,Tumble Together,Spring 2013,Closed,Sports,Camden Community Center,5,2013-04-11T00:00:00,2013-05-30T00:00:00,09:30:00,10:00:00,1,3,Th,4,8,100
294.4.0813,Mini Gym Stars,Spring 2013,Cancelled,Sports,Cypress Community & Senior Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,11:00:00,11:55:00,3,6,Tu,0,0,97
294.4.0819,Soccer 1,Spring 2013,Closed,Sports,Cypress Community & Senior Center,28,2013-04-20T00:00:00,2013-06-15T00:00:00,10:30:00,11:15:00,5,6,Sa,12,16,102
294.4.0821,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Cypress Community & Senior Center,22,2013-04-20T00:00:00,2013-06-15T00:00:00,09:50:00,10:25:00,4,5,Sa,9.3330000000000001847411112976260483264923095703125,16,102
294.4.0825,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Cypress Community & Senior Center,14,2013-04-20T00:00:00,2013-06-15T00:00:00,11:25:00,12:10:00,7,10,Sa,12,16,114
294.4.0812,"Soccer, Tot",Spring 2013,Closed,Sports,Cypress Community & Senior Center,9,2013-04-20T00:00:00,2013-06-15T00:00:00,09:15:00,09:45:00,3,4,Sa,8,16,102
294.4.0805,Tennis - Beginning,Spring 2013,Closed,Sports,Cypress Community & Senior Center,3,2013-04-13T00:00:00,2013-06-08T00:00:00,16:00:00,16:55:00,16,99,Sa,14.6669999999999998152588887023739516735076904296875,16,145
294.4.0810,Tennis - Beginning Juniors,Spring 2013,Cancelled,Sports,Cypress Community & Senior Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,17:05:00,18:00:00,12,15,Tu,0,0,132
294.4.0808,Tennis - Mini,Spring 2013,Cancelled,Sports,Cypress Community & Senior Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,15:15:00,16:00:00,4,6,Tu,0,0,132
294.4.0811,Tennis - Mini,Spring 2013,Cancelled,Sports,Cypress Community & Senior Center,0,2013-04-13T00:00:00,2013-06-08T00:00:00,13:00:00,13:45:00,4,6,Sa,0,0,132
294.4.0807,Tennis - Ralleyball 1,Spring 2013,Closed,Sports,Cypress Community & Senior Center,6,2013-04-13T00:00:00,2013-06-08T00:00:00,14:00:00,14:55:00,7,10,Sa,14.6669999999999998152588887023739516735076904296875,16,132
294.4.0809,Tennis - Ralleyball 1,Spring 2013,Cancelled,Sports,Cypress Community & Senior Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,16:05:00,17:00:00,7,10,Tu,0,0,132
294.4.0806,Tennis - Ralleyball 2,Spring 2013,Closed,Sports,Cypress Community & Senior Center,6,2013-04-13T00:00:00,2013-06-08T00:00:00,15:00:00,15:55:00,8,11,Sa,14.6669999999999998152588887023739516735076904296875,16,132
420.4.0800,Karate 1 Kenpo,Spring 2013,Closed,Sports,Emma Prusch Farm Park,6,2013-05-08T00:00:00,2013-06-12T00:00:00,15:45:00,16:45:00,5,99,W,6,6,76
214.4.0804,Cheerleading,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-18T00:00:00,2013-06-06T00:00:00,17:30:00,18:25:00,5,12,Th,0,0,97
214.4.0802,Gym Stars,Spring 2013,Closed,Sports,Evergreen Community Center,5,2013-04-18T00:00:00,2013-06-06T00:00:00,16:30:00,17:25:00,7,12,Th,7.3330000000000001847411112976260483264923095703125,8,97
214.4.0810,Karate (Kenpo) - Level 1,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-09T00:00:00,2013-04-09T00:00:00,16:00:00,16:50:00,5,14,Tu Th,0.8329999999999999626965063725947402417659759521484375,1,173
214.4.0811,Karate (Kenpo) - Level 2/3,Spring 2013,Closed,Sports,Evergreen Community Center,10,2013-04-09T00:00:00,2013-05-30T00:00:00,17:00:00,17:50:00,5,14,Tu Th,13.3330000000000001847411112976260483264923095703125,16,173
214.4.0801,Mini Gym Stars,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-18T00:00:00,2013-06-06T00:00:00,15:30:00,16:25:00,3,6,Th,0,0,97
214.4.0822,Soccer 1,Spring 2013,Closed,Sports,Evergreen Community Center,14,2013-04-19T00:00:00,2013-06-07T00:00:00,15:30:00,16:15:00,5,6,F,6,8,102
214.4.0828,Soccer 1,Spring 2013,Closed,Sports,Evergreen Community Center,36,2013-04-20T00:00:00,2013-06-15T00:00:00,10:15:00,11:00:00,5,6,Sa,6,8,102
214.4.0825,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Evergreen Community Center,18,2013-04-20T00:00:00,2013-06-15T00:00:00,09:10:00,09:40:00,2,3,Sa,4,8,102
214.4.0827,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Evergreen Community Center,25,2013-04-20T00:00:00,2013-06-15T00:00:00,09:35:00,10:10:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
214.4.0823,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Evergreen Community Center,13,2013-04-19T00:00:00,2013-06-07T00:00:00,16:20:00,17:05:00,7,10,F,6,8,114
214.4.0829,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Evergreen Community Center,20,2013-04-20T00:00:00,2013-06-15T00:00:00,11:05:00,11:50:00,7,10,Sa,6,8,114
214.4.0826,"Soccer, Tot",Spring 2013,Closed,Sports,Evergreen Community Center,20,2013-04-20T00:00:00,2013-06-15T00:00:00,09:00:00,09:30:00,3,4,Sa,4,8,102
214.4.0824,"Soccer, Tot/Pre-Soccer",Spring 2013,Closed,Sports,Evergreen Community Center,18,2013-04-19T00:00:00,2013-06-07T00:00:00,17:10:00,17:45:00,3,5,F,4.6669999999999998152588887023739516735076904296875,8,102
214.4.0866,Tennis - Beginning,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,19:00:00,19:55:00,16,0,Tu,0,0,145
214.4.0861,Tennis - Beginning Juniors,Spring 2013,Closed,Sports,Evergreen Community Center,11,2013-04-06T00:00:00,2013-06-01T00:00:00,14:30:00,15:25:00,12,15,Sa,7.3330000000000001847411112976260483264923095703125,8,132
214.4.0865,Tennis - Junior Academy,Spring 2013,Closed,Sports,Evergreen Community Center,8,2013-04-06T00:00:00,2013-06-01T00:00:00,13:00:00,14:30:00,9,14,Sa,12,8,226
214.4.0858,Tennis - Mini,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,15:15:00,16:00:00,4,6,Tu,0,0,132
214.4.0862,Tennis - Mini,Spring 2013,Closed,Sports,Evergreen Community Center,16,2013-04-06T00:00:00,2013-06-01T00:00:00,09:30:00,10:15:00,4,6,Sa,6,8,132
214.4.0859,Tennis - Ralleyball 1,Spring 2013,Closed,Sports,Evergreen Community Center,12,2013-04-09T00:00:00,2013-05-28T00:00:00,16:05:00,17:00:00,7,10,Tu,14.6669999999999998152588887023739516735076904296875,16,132
214.4.0863,Tennis - Ralleyball 1,Spring 2013,Closed,Sports,Evergreen Community Center,6,2013-04-06T00:00:00,2013-06-01T00:00:00,10:30:00,11:25:00,7,10,Sa,7.3330000000000001847411112976260483264923095703125,8,132
